pmid,pmcid,evidence_id,section,paragraph_number,citation_label,text,used_in_summary
38561776,10985944,E42,Body,11,"Body, para. 11","The identification of unusual alterations in TAAs within a patient’s serum presents a promising avenue for the early diagnosis of lung cancer as tumor growth takes place. Numerous crucial TAAs associated with lung cancer have been identified, participating in various biological processes during the onset and progression of the disease. Yuan and colleagues discovered several antigens, such as EEF1G, RPS3, NKAP, B2M, HSP90AB1, RAB10, EIF3D, and NRP2, associated with lung cancer. Their study revealed that a combination of eight corresponding TAAbs enabled early diagnosis with remarkable accuracy. The profile achieved an impressive AUC of 0.969, demonstrating a validity of 90.8% and a specificity of 94.1% in differentiating lung cancer patients [ 149 ]. Additionally, serum analysis revealed the sensitivity of autoantibodies to five TAAs (HMGB3, ZWINT, GREM1, NUSAP1, and MMP12) at 57.1%, 42.4%, 38.0%, 36.4%, and 20.7%, respectively. With areas under the ROC curve (AUC) of 0.85, 0.75, 0.71, 0.73, and 0.70, this highlights the substantial diagnostic potential of autoantibodies in identifying lung cancer [ 150 ]. However, it is important to recognize that not every cellular antigen detected by autoantibodies in the serum of cancer patients qualifies as a TAA. The presence of antibodies against self-proteins in the serum of cancer patients does not necessarily imply these proteins play a role in cancer development. Consequently, additional research is required to accurately identify genuine TAAs and distinguish them from antigens that might also appear in non-cancer patients and healthy individuals. Such efforts are directed towards enhancing the specificity of early lung cancer diagnosis [ 151 ].",False
38561776,10985944,E43,Body,12,"Body, para. 12","Surgical resection remains the most effective treatment for early-stage lung cancer. However, for patients with advanced lung cancer who are ineligible for surgical resection, chemotherapy becomes a crucial option to alleviate clinical symptoms and extend survival time [ 152 ]. Despite its efficacy, chemotherapy resistance poses a significant challenge, prompting the exploration of strategies such as liquid biopsy to evaluate treatment response and develop personalized regimens [ 153 ]. Several sequencing technologies now enable the characterization of molecular features in CTCs, offering insights into the treatment response of cancer patients. Sequencing technologies for CTCs provide a means to monitor chemotherapy resistance by analyzing the genes they carry, including mutations in KRAS, HER2, and TP53 [ 154 , 155 ]. Additionally, assessing the programmed death-ligand 1 (PD-L1) status of CTCs enables assessment of the efficacy of monoclonal antibody treatment in lung cancer patients [ 156 ]. Notably, analyzing the expression of the chemokine receptor CXCR4 on CTCs can help identify patients likely to benefit from or develop resistance to lung cancer therapy [ 157 , 158 ]. For survival outcomes in the context of chemotherapy resistance and radiotherapy, the persistence of CTCs during treatment may indicate a poor prognosis and resistance to chemotherapy in advanced NSCLC [ 159 ]. Furthermore, the number, subtype, and human telomerase reverse transcriptase (hTERT)-positive expression of CTCs in lung cancer patients are strongly associated with survival outcomes in patients undergoing radiotherapy [ 160 ]. In summary, the detection and analysis of CTCs prove valuable for evaluating and monitoring patient response to treatment, offering insights that may contribute to future clinical decisions.",False
38561776,10985944,E44,Body,13,"Body, para. 13","The comprehensive resolution of ctDNA enables dynamic monitoring of disease trajectories, providing insights into patient responses to therapy and the emergence of microscopic residual lesions. It can be considered a valuable biomarker for tracking lung cancer progression [ 161 ]. Prior studies have demonstrated the utility of ctDNA in monitoring disease progression, especially in patients treated with tyrosine kinase inhibitors (TKIs). By identifying mechanisms of chemotherapy resistance, ctDNA allows for the adjustment of clinical treatment strategies [ 162 , 163 ]. In cases where EGFR TKIs are utilized, it is crucial to check for the most common resistance mutation on EGFR, T790M. Detection of T790M in ctDNA allows for the adjustment of the dosing regimen of Osimertinib [ 164 , 165 ]. If T790M is not detected in ctDNA, a tissue biopsy is necessary to confirm results and rule out false negatives from blood ctDNA testing. Additionally, it helps rule out other mechanisms of resistance, such as small-cell transformation [ 166 ]. Notably, ctDNA is believed to detect minimal residual disease (MRD) before it becomes apparent through standard clinical examination [ 167 ]. Studies have confirmed that ctDNA testing can detect MRD earlier, on average, by 5 months compared to radiography or other clinical methods [ 167 ]. Another study focused on perioperative ctDNA for detecting MRD markers in patients with stage I-III non-small cell lung cancer (NSCLC). The results indicated that perioperative ctDNA was more relevant in predicting recurrence-free survival than other factors, including tumor TNM stage [ 168 ]. While the use of ctDNA monitoring in lung cancer cases is still evolving, these studies underscore the potential of ctDNA as a biomarker for the dynamic monitoring of patients’ responses to treatment and MRDs.",True
38561776,10985944,E45,Body,14,"Body, para. 14","Therapeutic resistance poses a significant challenge for tumor patients undergoing conservative treatment, and specific ncRNAs are implicated in the development of treatment resistance in lung cancer. For instance, miR-30b and miR-30c can predict the response to tyrosine kinase inhibitors in NSCLC, while miRNA-20a promotes chemoresistance in NSCLC through the PTEN/PI3K-AKT pathway [ 169 , 170 ]. The expression of miR-16, miR-29a, miR-144, and miR-150 in blood can be indicative of tumor response to radiation therapy and patient prognosis [ 171 ]. These findings suggest the potential of miRNA levels as informative indicators of disease progression for dynamically monitoring and assessing treatment responses in tumor patients. Accordingly, Shen et al. [ 172 ] constructed a novel m6A-associated lncRNA model for predicting prognosis and response to chemotherapy and immunotherapy in lung adenocarcinoma patients to identify lung cancer patients suitable for immunotherapy and to predict sensitivity to chemotherapeutic agents. In addition, circRNA_0006420 was suggested to exacerbate lung cancer radiotherapy resistance through HUR/PTBP1 [ 173 ]. These findings highlight the potential of ncRNAs as a valuable tool for monitoring lung cancer treatment response and assessing tumor drug resistance.",False
38561776,10985944,E46,Body,15,"Body, para. 15","EVs play a crucial role in acquired drug resistance, particularly with prolonged exposure to chemotherapeutic agents. Studies have demonstrated that the addition of cisplatin to lung cancer cells (A549 cells) promotes the secretion of EVs, contributing to the development of chemoresistance in lung cancer cells [ 174 ]. Notably, significant changes in the expression levels of several miRNAs and mRNAs associated with cisplatin sensitivity were observed in EVs. These changes mediated cisplatin resistance in A549 cells, emphasizing the potential of monitoring the formation and release of EVs to assess therapeutic responses in lung cancer cells [ 175 ]. However, it is essential to note that the development of tumor drug resistance is not always irreversible. Macitentan has been shown to reverse tumor resistance and improve tumor immunotherapy by inhibiting tumor cell-derived EVs [ 176 ]. These results suggest that EVs can serve as valuable tools for monitoring treatment responses in lung cancer patients and for developing targeted oncological strategies involving EVs.",False
38561776,10985944,E47,Body,16,"Body, para. 16","It is now understood that metabolic reprogramming plays a significant role in tumor progression and induces chemoresistance in tumor cells to support their further development [ 177 , 178 ]. For instance, glucose metabolism in lung cancer cells contributes to resistance against the antitumor activity of cisplatin [ 177 ]. The completion of tumor cell metabolism releases metabolites into the tissues or bloodstream, making the detection of relevant metabolites a promising option for monitoring responses to therapy in lung cancer patients. In a recent study, a novel in vitro cellular immune response was developed for the detection of lung cancer by evaluating glycolytic metabolic pathways and metabolites to analyze the level of immune cell activation and associated metabolite biomarkers [ 179 ]. Additionally, Li et al. [ 180 ] conducted a liquid biopsy-based metabolic phenotyping of single cells from lung cancer patients, revealing extensive metabolic heterogeneity of tumor cells. They predicted the killing effect of the drug-resistant pilot receptor tyrosine kinase AXL on tumor cells through glycolytic phenotypes and metabolites. Although metabolites have demonstrated good therapeutic response surveillance, the complex crosstalk of metabolic programming needs to be resolved before their clinical application. Glycemic metabolites do not always imply chemoresistance, and products released by other metabolic modalities (lipid metabolism, amino acid metabolism) are of equal concern [ 181 , 182 ].",False
38561776,10985944,E48,Body,17,"Body, para. 17","TEPs not only serve as biomarkers for lung cancer diagnosis but also have the potential to monitor the response to tumor therapy [ 183 ]. Studies suggest that platelets from lung cancer patients can carry fusion transcripts from tumor cells, and monitoring EML4-ALK rearrangement fusion transcripts can predict the therapeutic response to ALK inhibitors in lung cancer patients [ 88 ]. RT-PCR, with 65% sensitivity and 100% specificity for the detection of EML4-ALK rearrangements in platelets, demonstrates the noninvasive detection of these rearrangements. As patients with ALK rearrangement NSCLC often relapse within a year of treatment due to acquired resistance, it is crucial to use TEPs to identify resistance mutations to crizotinib in NSCLC [ 184 ]. Liu et al. [ 185 ] suggested that platelet mRNA groups (MAX, MTURN, and HLA-B) are associated with chemotherapy outcomes, and high expression of MAX, MTURN, and HLA-B may be linked to poor chemotherapy outcomes in lung cancer patients. These studies highlight the vital role of TEPs in the therapeutic monitoring of lung cancer, serving as a liquid biopsy marker for the disease.",False
38561776,10985944,E49,Body,18,"Body, para. 18","Advances in oncology have significantly enhanced our understanding of the role of TAA in the response to tumor therapy, providing an emerging target for personalized tumor immunotherapy and chemotherapy. Additionally, TAAs serve as potential predictors of tumor survival prognosis and the effectiveness of immune checkpoint blockade [ 186 , 187 ]. In a study focusing on NSCLC, analyzing five TAAs (p53, BRCA2, HUD, TRIM21, and NY-ESO-1) in the peripheral blood of lung cancer patients demonstrated a significant positive correlation in the combination of autoantibodies against these TAAs. This correlation was associated with a better objective response rate (ORR: 44.4% versus 13.6%, P < 0.001) and improved progression-free survival (PFS) (7.6 m versus 3.3 m, P < 0.001). These results suggest that autoantibodies against these TAAs could serve as potential predictive biomarkers for evaluating response and toxicity in treatments involving immune checkpoint inhibitors for advanced NSCLC [ 186 ]. Similarly, the assessment of cancer-testis antigen is valuable in evaluating treatment response in lung cancer patients. A survival analysis within an immunotherapy cohort of NSCLC patients indicated that a high cancer testis antigen burden in patients treated with pabolizumab monotherapy correlated with longer survival times [ 187 ].",False
38561776,10985944,E50,Body,19,"Body, para. 19","Moreover, a study by Nikolaus and colleagues assessed the performance of HMGB1 against well-established tumor markers such as CYFRA 21 − 1, CEA, and NSE. The results showed that HMGB1 correlated with a reduced overall survival in NSCLC patients, suggesting its capability as a predictive marker for treatment outcomes and prognosis in advanced NSCLC cases [ 188 ]. These findings emphasize the reliability of TAAs as tumor markers, proving their value in tracking treatment efficacy and predicting clinical outcomes in lung cancer patients.",False
38561776,10985944,E51,Body,20,"Body, para. 20","Accurate prognostic assessment is crucial in determining the appropriate treatment strategy for patients with surgically resectable lung cancer. Ideally, a biomarker for the prognostic evaluation should possess both high sensitivity and specificity, although finding markers that satisfy both criteria can be challenging. The selection of markers for the diagnosis and prognostic evaluation of lung cancer should aim to achieve a balance between high sensitivity and specificity to meet various clinical needs and goals [ 189 ].",False
38561776,10985944,E52,Body,21,"Body, para. 21","CTCs and ctDNA hold significant potential in the prognostic assessment and surveillance of metastatic recurrence in lung cancer patients. These biomarkers primarily predict patients’ survival prognosis and trends in metastatic recurrence, aiding in the development of personalized clinical strategies [ 190 ]. Previous studies have demonstrated that CTC counting not only allows for the early diagnosis of lung cancer but also that specific subgroups of CTCs can reflect certain aspects of the tumor’s status, including its metastatic tendencies [ 191 ]. For instance, the counts of total CTCs and vimentin-positive (vim + ) CTCs in lung cancer patients can be used to assess clinical features, tumor genotype, and survival rates [ 192 ]. The spatial distribution of CTCs was found to be heterogeneous, and CTC counts were predictive of 3- and 5-year survival in lung cancer patients [ 193 ]. In addition, the detection of CTCs and plasma metabolite profiling may aid in diagnosing early-stage lung cancer and identifying patients at risk of disease recurrence [ 124 ]. Increased CTCs in patients undergoing radical resection for lung cancer may predict an elevated risk of tumor recurrence [ 194 ]. Detecting and characterizing minimal residual disease, a potential risk factor for recurrence after tumor treatment, can be achieved by analyzing CTCs, offering insights into the risk of recurrence and metastatic dissemination of lung cancer [ 195 , 196 ]. The TLR4-ERK5 axis has been suggested as a potential biomarker for disease recurrence and metastasis in lung cancer, as it is associated with the aggregation of CTCs and contributes to treatment failure and distant metastasis [ 197 ]. Notably, tumor recurrence and metastasis can increase the number of CTCs in the blood, possibly due to the continued release of CTCs from metastatic tumors to support tumor proliferation and invasion [ 198 ]. Thus, characterization and analysis of CTCs can help to understand the prognosis and monitor recurrence in lung cancer patients.",True
38561776,10985944,E53,Body,22,"Body, para. 22","Currently, ctDNA research is focused on analyzing multiple mutation information, including EGFR, ALK, and KRAS, to assess the prognosis and disease recurrence of lung cancer patients [ 199 ]. Detecting EGFR mutations in lung cancer using ctDNA allows for the assessment of various clinical information, such as the response to ositinib therapy, survival time, and the risk of distant metastasis in lung cancer [ 200 ]. Perioperative ctDNA analysis can detect MRD of resectable NSCLC earlier than conventional radiological imaging, providing a means to monitor tumor recurrence and metastasis [ 201 ]. Elevated ctDNA levels in the blood of lung cancer patients may predict tumor metastasis, and analyzing and characterizing lung cancer ctDNA can explore tumor mutation loads, genotypes, and genotype-specific differences, contributing to the surveillance of NSCLC recurrence and risk assessment for metastasis [ 202 , 203 ]. Importantly, ctDNA not only monitors lung cancer recurrence and metastasis but also offers new avenues for ctDNA-driven therapeutic research by characterizing the developmental trajectory of lung cancer [ 204 ].",False
38561776,10985944,E54,Body,23,"Body, para. 23","Previous studies have confirmed the role of non-coding RNA (including miRNA, lncRNA, and circRNA) in prognostic assessment and tumor metastasis in lung cancer. Many of these studies utilized multifactorial predictive risk models to assess the prognosis and metastasis of lung cancer through survival analysis and tumor TMN staging [ 205 ]. Dai et al. [ 206 ] constructed a lung cancer prognostic model comprising eight miRNAs (miR-1260b, miR-21-3p, miR-92a-3p, miR-2467-3p, miR-4659a-3p, miR-4514, miR-1471, and miR-3621) to evaluate the prognosis and metastatic risk of lung cancer. Similarly, prognostic models constructed by lncRNA and circRNA can be used for the analysis and evaluation of clinical features related to prognosis and metastasis in lung cancer [ 207 ]. Three circRNAs (hsa_circ_0062682, hsa_circ_0092283, and hsa_circ_0070610) are considered potential targets for prognostic analysis of lung cancer [ 208 ], and a lung cancer prediction model composed of nine lncRNAs effectively analyzes metastatic risk, prognostic outcomes, and clinicopathological features of lung cancer [ 209 ]. These results suggest the potential clinical application of non-coding RNA as a liquid biopsy for prognostic assessment and metastasis monitoring in lung cancer.",False
38561776,10985944,E55,Body,24,"Body, para. 24","For EVs, Jin et al. evaluated the potential of EVs carrying WASL, STK10, and WNK1 for lung cancer diagnosis and prognostic assessment [ 210 ]. They concluded that low expression of STK10 and WNK1 proteins in the EVs of lung cancer patients correlated with a good prognosis of lung cancer compared to the healthy population. In addition, EVs of lung cancer origin enable the characterization of a variety of substances and may contribute to the generation of an immunosuppressive microenvironment and tumor proliferation. For example, high expression of PD-L1 in EVs inhibits CD8 + T cell activity to promote lung cancer cells to evade the immune system and invade neighboring tissues [ 211 ]. Moreover, a study suggested that analyzing PD-L1 carried by EVs in NSCLC patients treated with immune checkpoint inhibitors is a potential strategy for predicting treatment outcomes and prognosis in cancer patients [ 212 ]. Besides PD-L1/PD-1, other immune checkpoints associated with EVs and capable of analyzing the prognostic characteristics of lung cancer are also of interest. High expression of CD155/TIGIT has been suggested to be potentially associated with tumor immune escape and a poor prognosis [ 213 , 214 ]. Notably, the simultaneous use of multiple biomarkers may offer more benefits than relying on a single biomarker. This approach not only enhances the diagnosis and monitoring of lung cancer recurrence but also aids in the early diagnosis of hidden metastatic lesions in lung cancer.",False
38561776,10985944,E56,Body,25,"Body, para. 25","Standard metabolic programs play a crucial role in the proliferation and metastasis of tumors. Analyzing clinical information, such as prognosis and metastasis in lung cancer, can be facilitated by studying the expression of metabolism-related genes. Wang et al. [ 215 ] developed a prognosis-related model using these genes and identified PSMC6, SMOX, and SMS as independent prognostic factors for lung cancer. They also examined the clinical outcomes of lung cancer patients, revealing associations between metabolism-related genes, immune cell infiltration, and immunotherapy effects. Moreover, glutamine metabolism-related genes have been proposed as indicators for assessing the prognosis of lung cancer patients, with LGALS3 identified as a potential therapeutic target [ 216 ]. In addition to prognostic models, elevated levels of metabolites in the blood or tissues of lung cancer patients may signify tumor progression. Monitoring these metabolite changes not only aids in evaluating patient prognosis but also in dynamically tracking metastasis and recurrence [ 7 ]. For example, a high expression of pyrimidine metabolism rate-limiting enzymes in the blood is a poor prognostic factor for lung adenocarcinoma and may promote lung cancer metastasis [ 217 ].",False
38561776,10985944,E57,Body,26,"Body, para. 26","The use of TEP RNA as a liquid biopsy holds great promise in revolutionizing tumor prognosis, recurrence monitoring, and metastasis assessment as a minimally invasive method to complement traditional tissue biopsies. TEP RNA is particularly advantageous in lung cancer patients, addressing challenges posed by the inaccessibility of tumor sites or patients’ poor physical condition hindering tolerance for a tumor biopsy [ 218 ]. Ge et al. [ 219 ] identified seven TEP liquid biopsy biomarkers for tumor prognostic assessment and metastasis surveillance. In a separate study, linc-GTF2H2-1 and RP3-466P17.2 were significantly down-regulated, while lnc-ST8SIA4-12 was significantly up-regulated in TEPs from lung cancer patients compared to healthy donors (with AUCs of 0.781, 0.788, and 0.725). This offers a potential liquid biopsy approach using blood-derived TEPs for diagnosing and predicting the progression of lung cancer [ 220 ]. Similarly, tumor-educated platelet integrin α2b has been proposed as a valuable indicator for prognostic evaluation in NSCLC [ 148 ]. Thus, TEPs have emerged as a promising biomarker for the diagnosis and prognosis of lung cancer, with further research needed to fully unlock its potential as a liquid biopsy biomarker [ 93 ].",False
38561776,10985944,E58,Body,27,"Body, para. 27","Given the presence of TAAs in the body fluids of lung cancer patients, leveraging TAAs for monitoring tumor recurrence and metastasis has emerged as a promising strategy. A comprehensive characterization of the expression levels of TAAs in the body fluids of lung cancer patients is essential for effectively tracking events such as postoperative recurrence and tumor metastasis. The tumor-associated antigen L6 (TAA-L6), which is expressed in the majority of epithelial cell carcinomas, acts as a target for antibody-mediated treatments. Notably, elevated expression of TAA-L6 has been associated with an increased risk of early postoperative recurrence ( P = 0.034) and decreased survival rates ( P = 0.025) in patients with squamous cell lung cancer [ 221 ]. In a study conducted by Jillian A. et al. [ 222 ], a liquid biopsy approach was used to assess PD-L1 expression on tumor-associated cells to track lung cancer recurrence and metastasis in patients undergoing treatment with immune checkpoint inhibitors. The study found that a significant increase in PD-L1 expression was associated with a better prognosis, indicating a lower likelihood of lung cancer recurrence and metastasis.",False
38561776,10985944,E59,Body,28,"Body, para. 28","Additionally, the tumor-associated antigen MAGE-B2, identified during serum sequencing of lung cancer patients, proved effective in liquid biopsy monitoring. Preoperative observations showed high antibody titers against MAGE-B2, which decreased following the surgical removal of the primary tumor. These titers then increased in the presence of adrenal metastases and decreased once again after the metastatic tumors were surgically removed [ 223 ]. This study affirms MAGE-B2’s efficacy as a TAA in liquid biopsies for monitoring lung cancer recurrence and metastasis. It is crucial to note that biomarkers with both specificity and sensitivity must be carefully selected for the identification and differentiation of TAAs in liquid biopsies. This caution arises from the fact that some TAA expressed in tumors may also be present in the healthy population. While combining multiple TAAs for monitoring tumor recurrence and metastasis could improve accuracy, this strategy poses potential challenges in antigen identification and utilization of liquid biopsy techniques.",False
38561776,10985944,E60,Body,29,"Body, para. 29","Tumor immunotherapy is designed to activate the body’s immune response against tumors by boosting the immunogenicity of tumor cells and making them more vulnerable to destruction by effector cells. Within the realm of lung cancer immunotherapy, liquid biopsy has emerged as a valuable tool for evaluating and monitoring treatment efficacy.",False
38561776,10985944,E61,Body,30,"Body, para. 30","A substantial body of evidence-based medical data now supports the prognostic assessment of lung cancer patients and the evaluation of immunotherapy effectiveness, particularly through the promising clinical applications of CTCs. In a clinical study involving 104 lung cancer patients, CTCs were detected in the blood of one-third of the patients. Their presence independently indicated an absence of a sustained response to immune checkpoint inhibitors (ICIs) and was associated with shorter progression-free survival and overall survival rates [ 224 ]. Consistent findings from other studies suggest that an increased number of CTCs in the blood may signal a less favorable response to ICI treatment and a poorer survival outcome [ 225 ]. Furthermore, CTCs in liquid biopsies provide valuable information about PD-L1 expression. Numerous studies have explored the effects of PD-L1-positive CTCs on the clinical outcomes of lung cancer patients receiving ICIs. Specifically, elevated PD-L1 expression in patients treated with natalizumab correlated with worse outcomes, and PD-L1-positive CTCs were identified in all patients who had received immunotherapy [ 226 ].",False
38561776,10985944,E62,Body,31,"Body, para. 31","Furthermore, the observed increase in PD-L1-positive CTCs during immunotherapy indicates a potential development of resistance to immune checkpoint inhibitors in tumor patients [ 227 ]. However, conflicting studies have presented divergent views, asserting that PD-L1 expression in CTCs does not significantly affect the prognosis of lung cancer immunotherapy, and PD-L1 expression in tissues remains independent of CTCs [ 227 , 228 ]. This contradiction could be due to the absence of standardized procedures for measuring PD-L1 expression, underscoring the need for additional research to establish uniform methods for detecting CTCs and analyzing PD-L1 antibodies. Continued investigation in this area is expected to enhance our understanding of how PD-L1 expression on CTCs interacts with the effectiveness of lung cancer immunotherapy.",False
38561776,10985944,E63,Body,32,"Body, para. 32","This study assesses the capability of circulating-free DNA (cfDNA) levels in the blood as a predictive marker for clinical outcomes in patients undergoing treatment with ICIs. The findings reveal a compelling association between lower cfDNA levels and improved clinical outcomes with NSCLC immunotherapy [ 229 ]. However, the application of total cfDNA levels as a biomarker for lung cancer requires further validation due to the variability in cfDNA production across different lung cancer subtypes.",False
38561776,10985944,E64,Body,33,"Body, para. 33","Circulating tumor DNA (ctDNA), on the other hand, has shown promise as a valuable alternative by providing information on the actual tumor burden and disease-specific genomic status. It acts as a prognostic biomarker for treatment with ICIs, where significant decreases in ctDNA levels are associated with benefits from immunotherapy and longer survival in lung cancer patients receiving anti-PD-1/PD-L1 therapies [ 230 ]. Moding et al. [ 231 ] presented evidence that the presence of detectable ctDNA after chemotherapy in lung cancer patients was linked to significantly better prognoses when followed up with consolidation therapy using ICIs.",False
38561776,10985944,E65,Body,34,"Body, para. 34","Conversely, higher ctDNA levels early in the chemotherapy suggested a poorer prognosis for patients. Furthermore, ctDNA analysis through liquid biopsy can identify point mutations linked to immunotherapy sensitivity, aiding in the identification of patients who may derive greater benefits from ICIs. This, in turn, guides personalized immunotherapy strategies. The detection of co-mutations in STK11/KRAS has been recognized as an indicator of worse survival outcomes in patients undergoing treatment with ICIs [ 232 ], reinforcing the viability of detecting mutation sites associated with immunotherapy to predict its effectiveness.",False
38561776,10985944,E66,Body,35,"Body, para. 35","Extracellular vesicles (EVs) offer a promising approach for assessing the efficacy of tumor immunotherapies. In research analyzing PD-L1 mRNA expression in EVs from NSCLC patients undergoing treatment with pembrolizumab and natalizumab, it was found that PD-L1 mRNA levels were notably higher in those who responded to treatment compared to those who did not, prior to the start of immunotherapy. After two months of treatment, individuals who responded showed a significant decrease in PD-L1 mRNA copy numbers, in contrast to non-responders, who experienced an increase. This indicates that measuring PD-L1 levels in plasma EVs could serve as an effective method for evaluating the success of immunotherapy [ 233 ]. In a study involving 21 advanced NSCLC patients, a fold increase of PD-L1 expression ≥ 1.86 in EVs was associated with enhanced efficacy of immunotherapy and extended survival [ 234 ]. This suggests that an increase in PD-L1 mRNA and/or PD-L1 protein levels in EVs during ICI therapy could act as a beneficial biomarker for both the effectiveness and prognosis in advanced NSCLC patients. Moreover, the genetic content within EVs, including essential non-coding RNAs, is critical for evaluating the success of lung cancer immunotherapy. Peng et al. investigated the role of miRNAs in plasma EVs as indicators of the therapeutic effects of ICIs. Three miRNAs (has-miR-320b, has-miR-320c, and has-miR-320d) were identified as predictors for assessing response to treatment, and has-micro-125b-5p was highlighted as a potential target for enhancing anti-PD-1 therapy [ 235 ]. Regular tracking of has-miR-125b-5p levels is recommended as a strategy during anti-PD-1 therapy, particularly for patients who show a delayed response or experience pseudoprogression. This approach aims to provide a more accurate assessment of treatment efficacy and guide adjustments in therapy for those not immediately showing clear signs of improvement. Alterations in specific circulating miRNAs have been observed to influence both the response to treatment and survival rates during ICI therapy in NSCLC patients. In a cohort study of NSCLC patients treated with immunotherapy, researchers identified 27 miRNAs with differential expression patterns—22 were found to be highly expressed, and five showed low expression. Further validation in a separate group of patients confirmed that the upregulation of 10 miRNAs was positively correlated with better outcomes from immunotherapy and prolonged survival, highlighting the potential of these miRNAs as biomarkers for predicting the efficacy of ICI treatments [ 236 ]. Additionally, another study introduced a miRNA signature classifier comprising 24 miRNAs that successfully differentiated NSCLC patients who responded favorably to anti-PD-L1 immunotherapy from those who did not benefit [ 237 ]. These results suggest the potential of EVs and non-coding RNAs, particularly miRNAs, in predicting immunotherapy responses in NSCLC patients in a non-invasive manner in lung cancer. Moreover, the exploration of other non-coding RNAs, such as circular RNAs and lncRNAs, holds equal promise in contributing to our understanding of lung cancer and refining predictive markers for immunotherapy outcomes.",False
38561776,10985944,E67,Body,36,"Body, para. 36","The investigation of plasma metabolites as potential targets for prognostic assessment and metastasis monitoring in lung cancer patients presents an intriguing avenue for informing immunotherapy strategies. A study focusing on refractory large B cell lymphoma identified six markers, such as acetylspermidine, diacetylspermidine, and various lysophospholipids, through metabolomics analysis of liquid biopsies. This research, which concentrates on polyamines, suggests that the levels of these metabolites can predict responses to CAR-T cell therapy. Specifically, elevated levels of these metabolites may indicate a lower likelihood of a positive response to CAR-T cell treatment, offering valuable insights into patient stratification and the potential customization of therapeutic approaches [ 238 ]. Additionally, an increase in amino acid metabolites, specifically indoleamine 2,3-dioxygenase 1, in ascites of ovarian cancer patients suggested the ineffectiveness of immunotherapy in these individuals [ 239 ]. While these studies are indirectly related to lung cancer immunotherapy, they are a good stimulus for guiding immunotherapy research in lung cancer. The efficacy of metabolites in lung cancer immunotherapy remains to be uncovered in future investigations.",False
38561776,10985944,E68,Body,37,"Body, para. 37","The current literature regarding TEP in lung cancer immunotherapy is limited. However, available evidence points to an increase in PD-L1 expression within TEP among patients with lung cancer. Intriguingly, administration of atezolizumab, a PD-L1 targeting monoclonal antibody, has been observed to lead to a reduction in PD-L1 expression in TEP. This change suggests TEP’s potential role in tracking responses to immune-based treatments in lung cancer [ 240 ]. For TAAs, studies by Anne et al. revealed correlations between different immune cell populations in lung cancer and immunopeptidomes. A notable discovery was the higher frequency of predicted neoantigens at HLA-I presentation hotspots in tumors where CD3 + CD8 + T cells were not present, indicating a possible connection between these neoantigens and immune recognition. This relationship could influence the process of immunoediting, affecting tumor mutations and the efficacy of immunotherapy in lung cancer patients [ 241 ]. Moreover, employing TAA-specific T-cell receptor (TCR) gene-modified T cells has shown considerable promise in anti-tumor immunotherapy, with hematopoietic lineage-converted T cells armed with TCRs targeting TAAs demonstrating effective tumor cell elimination capabilities [ 242 ]. These findings demonstrate the potential of TEP and TAA in lung cancer immunotherapy, although further studies are essential for the validation and confirmation of these potential therapeutic avenues.",False
38561776,10985944,E69,Conclusion,1,"Conclusion, para. 1","Lung cancer represents a significant menace to human health, emerging as the foremost cause of cancer-related fatalities [ 243 ]. Many individuals are diagnosed at advanced tumor stages, precluding the possibility of surgical intervention, with radiotherapy and chemotherapy being the primary conservative treatment choice. The challenges of chemotherapy resistance and radiation-induced damage further compound the prognosis dilemma for patients. Even post-surgical resection and radio-chemotherapy, there remains a risk of tumor recurrence and metastasis, as the accuracy of imaging results in assessing prognosis and recurrence is not always reliable [ 244 ]. Therefore, there is an urgent need for new biological tools to ameliorate the present difficulties.",False
38561776,10985944,E70,Conclusion,2,"Conclusion, para. 2","Liquid biopsies, as a groundbreaking biomedical testing method, exhibit promising advantages over traditional tissue biopsies in terms of affordability and convenience, particularly when physical constraints impede the acquisition of tissue specimens. By detecting relevant biomarkers released by tumor cells during progression, liquid biopsies offer insights into tumor heterogeneity, thereby enhancing the accuracy of tumor diagnosis and prognosis assessment. Liquid biopsies allow clinicians to continuously sample and dynamically observe tumors and make informed decisions based on tumor progression to improve clinical treatment strategies. Additionally, the application of liquid biopsy involves the comprehensive evaluation and monitoring of lung cancer patients for recurrence and metastasis. This encompasses the development of more favorable clinical protocols, particularly beneficial for surgically treated patients and those who missed the optimal treatment window. This aspect is particularly crucial in high-fatality diseases like lung cancer.",True
